Region;Regional_Unit;Museum;Month;Year;Visitors
Κρήτης;Χανίων;Νέο Αρχαιολογικό Χανίων;8;2022;8526
Κρήτης;Χανίων;Νέο Αρχαιολογικό Χανίων;9;2022;8843
Κρήτης;Χανίων;Νέο Αρχαιολογικό Χανίων;10;2022;8219
Κρήτης;Χανίων;Νέο Αρχαιολογικό Χανίων;11;2022;4171
Κρήτης;Χανίων;Νέο Αρχαιολογικό Χανίων;12;2022;4702
Κρήτης;Χανίων;Νέο Αρχαιολογικό Χανίων;1;2023;2620
Κρήτης;Χανίων;Νέο Αρχαιολογικό Χανίων;2;2023;3120
Κρήτης;Χανίων;Νέο Αρχαιολογικό Χανίων;3;2023;5089
Κρήτης;Χανίων;Νέο Αρχαιολογικό Χανίων;4;2023;6770
Κρήτης;Χανίων;Νέο Αρχαιολογικό Χανίων;5;2023;8135
Κρήτης;Χανίων;Νέο Αρχαιολογικό Χανίων;6;2023;6761
Κρήτης;Χανίων;Νέο Αρχαιολογικό Χανίων;7;2023;7973
Κρήτης;Χανίων;Νέο Αρχαιολογικό Χανίων;8;2023;8445
Κρήτης;Χανίων;Νέο Αρχαιολογικό Χανίων;9;2023;7240
Κρήτης;Χανίων;Νέο Αρχαιολογικό Χανίων;10;2023;5377
Κρήτης;Χανίων;Νέο Αρχαιολογικό Χανίων;11;2023;2800
Κρήτης;Χανίων;Νέο Αρχαιολογικό Χανίων;12;2023;4081
Κρήτης;Χανίων;Νέο Αρχαιολογικό Χανίων;1;2024;1197
Κρήτης;Χανίων;Νέο Αρχαιολογικό Χανίων;2;2024;2407
Κρήτης;Χανίων;Νέο Αρχαιολογικό Χανίων;3;2024;3242
Κρήτης;Χανίων;Νέο Αρχαιολογικό Χανίων;4;2024;6976
Κρήτης;Χανίων;Νέο Αρχαιολογικό Χανίων;5;2024;6898
Κρήτης;Χανίων;Νέο Αρχαιολογικό Χανίων;6;2024;6547
Κρήτης;Χανίων;Νέο Αρχαιολογικό Χανίων;7;2024;7233
Κρήτης;Χανίων;Νέο Αρχαιολογικό Χανίων;8;2024;8556
Κρήτης;Χανίων;Νέο Αρχαιολογικό Χανίων;9;2024;8265
Κρήτης;Χανίων;Νέο Αρχαιολογικό Χανίων;10;2024;6568
Κρήτης;Χανίων;Νέο Αρχαιολογικό Χανίων;11;2024;2026
Κρήτης;Χανίων;Νέο Αρχαιολογικό Χανίων;12;2024;2038
Κρήτης;Χανίων;Νέο Αρχαιολογικό Χανίων;1;2025;1161
Κρήτης;Χανίων;Νέο Αρχαιολογικό Χανίων;2;2025;1481
Κρήτης;Χανίων;Νέο Αρχαιολογικό Χανίων;3;2025;2275
Κρήτης;Χανίων;Νέο Αρχαιολογικό Χανίων;4;2025;5653
Κρήτης;Χανίων;Νέο Αρχαιολογικό Χανίων;5;2025;6623
Κρήτης;Χανίων;Νέο Αρχαιολογικό Χανίων;6;2025;5292
Κρήτης;Χανίων;Νέο Αρχαιολογικό Χανίων;7;2025;6329
Κρήτης;Χανίων;Νέο Αρχαιολογικό Χανίων;8;2025;7007
Κρήτης;Χανίων;Νέο Αρχαιολογικό Χανίων;9;2025;6473
Κρήτης;Χανίων;Νέο Αρχαιολογικό Χανίων;10;2025;6503
Κρήτης;Χανίων;Νέο Αρχαιολογικό Χανίων;11;2025;2013
Κρήτης;Χανίων;Νέο Αρχαιολογικό Χανίων;12;2025;1229
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;1;1998;14
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;2;1998;20
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;3;1998;4
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;4;1998;119
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;5;1998;406
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;6;1998;449
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;7;1998;510
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;8;1998;730
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;9;1998;402
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;10;1998;243
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;11;1998;50
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;12;1998;20
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;1;1999;12
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;2;1999;3
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;3;1999;14
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;4;1999;155
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;5;1999;261
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;6;1999;365
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;7;1999;765
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;8;1999;1090
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;9;1999;420
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;10;1999;260
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;11;1999;58
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;12;1999;12
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;1;2000;0
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;2;2000;13
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;3;2000;12
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;4;2000;130
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;5;2000;330
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;6;2000;290
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;7;2000;586
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;8;2000;1054
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;9;2000;470
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;10;2000;130
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;11;2000;30
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;12;2000;29
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;1;2001;8
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;2;2001;2
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;3;2001;16
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;4;2001;135
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;5;2001;310
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;6;2001;395
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;7;2001;415
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;8;2001;770
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;9;2001;470
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;10;2001;160
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;11;2001;40
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;12;2001;40
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;1;2002;24
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;2;2002;51
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;3;2002;65
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;4;2002;150
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;5;2002;267
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;6;2002;559
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;7;2002;712
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;8;2002;1450
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;9;2002;622
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;10;2002;215
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;11;2002;13
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;12;2002;9
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;1;2003;13
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;2;2003;5
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;3;2003;28
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;4;2003;147
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;5;2003;283
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;6;2003;410
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;7;2003;780
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;8;2003;1150
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;9;2003;710
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;10;2003;310
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;11;2003;18
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;12;2003;7
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;1;2004;5
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;2;2004;0
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;3;2004;0
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;4;2004;100
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;5;2004;325
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;6;2004;533
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;7;2004;807
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;8;2004;1160
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;9;2004;450
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;10;2004;200
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;11;2004;60
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;12;2004;30
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;1;2005;15
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;2;2005;0
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;3;2005;5
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;4;2005;160
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;5;2005;235
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;6;2005;425
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;7;2005;650
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;8;2005;860
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;9;2005;235
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;10;2005;200
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;11;2005;115
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;12;2005;15
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;1;2006;20
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;2;2006;15
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;3;2006;65
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;4;2006;210
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;5;2006;250
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;6;2006;540
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;7;2006;700
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;8;2006;1260
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;9;2006;530
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;10;2006;180
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;11;2006;30
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;12;2006;30
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;1;2007;25
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;2;2007;15
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;3;2007;40
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;4;2007;240
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;5;2007;370
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;6;2007;350
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;7;2007;730
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;8;2007;990
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;9;2007;710
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;10;2007;190
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;11;2007;50
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;12;2007;85
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;1;2008;40
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;2;2008;30
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;3;2008;70
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;4;2008;270
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;5;2008;355
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;6;2008;410
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;7;2008;800
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;8;2008;1330
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;9;2008;770
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;10;2008;200
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;11;2008;110
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;12;2008;20
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;1;2009;20
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;2;2009;40
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;3;2009;70
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;4;2009;330
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;5;2009;380
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;6;2009;370
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;7;2009;850
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;8;2009;1110
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;9;2009;790
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;10;2009;280
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;11;2009;60
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;12;2009;30
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;1;2010;20
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;2;2010;35
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;3;2010;95
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;4;2010;230
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;5;2010;420
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;6;2010;370
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;7;2010;600
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;8;2010;900
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;9;2010;500
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;10;2010;200
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;11;2010;130
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;12;2010;20
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;1;2011;40
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;2;2011;40
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;3;2011;35
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;4;2011;215
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;5;2011;350
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;6;2011;405
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;7;2011;715
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;8;2011;1040
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;9;2011;793
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;10;2011;227
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;11;2011;103
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;12;2011;45
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;1;2012;18
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;2;2012;24
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;3;2012;43
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;4;2012;418
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;5;2012;1105
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;6;2012;679
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;7;2012;745
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;8;2012;884
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;9;2012;622
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;10;2012;339
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;11;2012;37
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;12;2012;15
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;1;2013;30
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;2;2013;40
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;3;2013;54
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;4;2013;253
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;5;2013;534
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;6;2013;436
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;7;2013;745
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;8;2013;1458
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;9;2013;669
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;10;2013;567
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;11;2013;56
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;12;2013;28
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;1;2014;137
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;2;2014;56
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;3;2014;199
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;4;2014;567
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;5;2014;810
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;6;2014;567
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;7;2014;785
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;8;2014;1564
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;9;2014;954
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;10;2014;336
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;11;2014;60
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;12;2014;150
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;1;2015;43
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;2;2015;10
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;3;2015;95
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;4;2015;478
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;5;2015;743
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;6;2015;651
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;7;2015;695
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;8;2015;1340
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;9;2015;874
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;10;2015;264
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;11;2015;156
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;12;2015;25
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;1;2016;8
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;2;2016;68
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;3;2016;295
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;4;2016;379
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;5;2016;273
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;6;2016;193
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;7;2016;488
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;8;2016;695
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;9;2016;675
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;10;2016;234
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;11;2016;55
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;12;2016;25
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;1;2017;17
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;2;2017;51
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;3;2017;365
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;4;2017;243
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;5;2017;476
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;6;2017;653
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;7;2017;723
Βορείου Αιγαίου;Χίου;Μουσειακή Συλλογή της Νέας Μονής Χίου;8;2017;1206
