Museum,Region,Regional_Unit,Place_ID,Google_Maps_URL,Name_Found,Address,Rating,Ratings_Total
Αρχαιολογικό Μουσείο Ηρακλείου,Κρήτης,Ηρακλείου,ChIJw1SLaixamhQRwoUu278STN8,https://www.google.com/maps/place/?q=place_id:ChIJw1SLaixamhQRwoUu278STN8,Heraklion Archaeological Museum,"Ξανθουδίδη και, Chatzidaki 1, Iraklio 712 02, Greece",4.7,34539
Αρχαιολογικό Μουσείο Ηγουμενίτσας,Ηπείρου,Θεσπρωτίας,ChIJUVMjafN-WxMRwlrUTLFwMj0,https://www.google.com/maps/place/?q=place_id:ChIJUVMjafN-WxMRwlrUTLFwMj0,Archaeological Museum of Igoumenitsa,"Ethniki Odos Igoumenitsas, Ioanninon, Igoumenitsa 461 00, Greece",4.8,310
Αρχαιολογικό Μουσείο Θεσσαλονίκης,Κεντρικής Μακεδονίας,Θεσσαλονίκης,ChIJiZfaVVM4qBQRiWVSh4VWUU8,https://www.google.com/maps/place/?q=place_id:ChIJiZfaVVM4qBQRiWVSh4VWUU8,Archaeological Museum of Thessaloniki,"Manoli Andronikou 6, Thessaloniki 546 21, Greece",4.7,8897
Μουσείο Βυζαντινού Πολιτισμού Θεσσαλονίκης,Κεντρικής Μακεδονίας,Θεσσαλονίκης,ChIJvz6ZIuM4qBQR1YIlrzCJKM4,https://www.google.com/maps/place/?q=place_id:ChIJvz6ZIuM4qBQR1YIlrzCJKM4,Museum of Byzantine Civilization,"2, Leof. Stratou Avenue, 54640, Thessaloniki, Greece",4.6,4229
Λευκός Πύργος,Κεντρικής Μακεδονίας,Θεσσαλονίκης,ChIJacxIJa85qBQRFi10gJ0wGO8,https://www.google.com/maps/place/?q=place_id:ChIJacxIJa85qBQRFi10gJ0wGO8,White Tower of Thessaloniki,"Thessaloniki 546 21, Greece",4.7,62376
Ναός Αγίου Γεωργίου Ροτόντα,Κεντρικής Μακεδονίας,Θεσσαλονίκης,ChIJz4i6VgA5qBQR8uS5nQItEx4,https://www.google.com/maps/place/?q=place_id:ChIJz4i6VgA5qBQR8uS5nQItEx4,Rotonda,"Platia Agiou Georgiou Rotonta 5, Thessaloniki 546 35, Greece",4.6,6264
Πύργος Τριγωνίου Θεσσαλονίκης,Κεντρικής Μακεδονίας,Θεσσαλονίκης,ChIJ6TGR-lE4qBQRNpiJA_LmLiM,https://www.google.com/maps/place/?q=place_id:ChIJ6TGR-lE4qBQRNpiJA_LmLiM,Trigonion Tower,"Agios Pavlos 546 34, Greece",4.7,7435
Αρχαιολογικό Μουσείο Ιωαννίνων,Ηπείρου,Ιωαννίνων,ChIJheyLjYTpWxMR7vg7oC98PaI,https://www.google.com/maps/place/?q=place_id:ChIJheyLjYTpWxMR7vg7oC98PaI,Archaeological Museum of Ioannina,"25is Martiou 6, Ioannina 452 21, Greece",4.6,786
Βυζαντινό Μουσείο Ιωαννίνων,Ηπείρου,Ιωαννίνων,ChIJuSPo9jHoWxMRyMX1hTSaUXk,https://www.google.com/maps/place/?q=place_id:ChIJuSPo9jHoWxMRyMX1hTSaUXk,Byzantine Museum of Ioannina,"Its Kale, Βυζαντινό Μουσείο Ιωαννίνων, Ioannina 452 21, Greece",4.5,663
Φωτογραφική έκθεση των μνημείων της Κόνιτσας,Ηπείρου,Ιωαννίνων,ChIJpwHLhp41WhMR658uIBH7GNY,https://www.google.com/maps/place/?q=place_id:ChIJpwHLhp41WhMR658uIBH7GNY,Φωτογραφική 'Εκθεση Μνημείων Κόνιτσας (Ιεροδιδασκαλείο),"Konitsa 441 00, Greece",3.5,4
Αρχαιολογικό Μουσείο Θάσου,Ανατολικής Μακεδονίας – Θράκης,Καβάλας,ChIJ1zoN5YGSrhQR1hQcTIWskJY,https://www.google.com/maps/place/?q=place_id:ChIJ1zoN5YGSrhQR1hQcTIWskJY,Archaeological Museum of Thasos,"Meg. Alexandrou 2, Limenas Thassos 640 04, Greece",4.6,1460
Αρχαιολογικό Μουσείο Καβάλας,Ανατολικής Μακεδονίας – Θράκης,Καβάλας,ChIJ0c2UaQu7rhQRGUUx97dBABM,https://www.google.com/maps/place/?q=place_id:ChIJ0c2UaQu7rhQRGUUx97dBABM,Kavala Archaeological Museum,"Erithrou Stavrou 17, Kavala 653 02, Greece",4.4,811
Αρχαιολογικό Μουσείο Φιλίππων,Ανατολικής Μακεδονίας – Θράκης,Καβάλας,ChIJAbu2BzWurhQRr0E7U3XstbQ,https://www.google.com/maps/place/?q=place_id:ChIJAbu2BzWurhQRr0E7U3XstbQ,Archaeological Museum Of Philippi,"Philippi 640 03, Greece",4.7,1407
Αρχαιολογικό Μουσείο Καρδίτσας,Θεσσαλίας,Καρδίτσας,ChIJE8xl5QjZWBMRacyLTcrfFjk,https://www.google.com/maps/place/?q=place_id:ChIJE8xl5QjZWBMRacyLTcrfFjk,Archaeological Museum of Karditsa,"Lachana 1, Karditsa 431 00, Greece",4.7,251
Ναός Απόλλωνα ( Μητρόπολη Καρδίτσας ),Θεσσαλίας,Καρδίτσας,ChIJt_WuP3ooWRMR8OsALXPe9Ks,https://www.google.com/maps/place/?q=place_id:ChIJt_WuP3ooWRMR8OsALXPe9Ks,"Ιερό Απόλλωνος, Μητρόπολη Καρδίτσας","Plastiras 431 00, Greece",4.4,49
Αρχοντικό Τσιατσαπά Καστοριά,Δυτικής Μακεδονίας,Καστοριάς,ChIJPyhtbzf9WRMRGg9hWzaiNPk,https://www.google.com/maps/place/?q=place_id:ChIJPyhtbzf9WRMRGg9hWzaiNPk,Tsiatsiapas Mansion,"Νίκης 114, Kastoria 521 00, Greece",4.8,254
Βυζαντινό Μουσείο Καστοριάς,Δυτικής Μακεδονίας,Καστοριάς,ChIJEcMqsD79WRMRmRASjg9c2X4,https://www.google.com/maps/place/?q=place_id:ChIJEcMqsD79WRMRmRASjg9c2X4,Byzantine Museum of Kastoria,"Platia Dexamenis, Kastoria 521 00, Greece",4.7,465
Βυζαντινό Φρούριο Αγγελοκάστρου,Ιονίων Νήσων,Κέρκυρας,ChIJWUz9xmpRWxMR4f_taueTDQY,https://www.google.com/maps/place/?q=place_id:ChIJWUz9xmpRWxMR4f_taueTDQY,Castello bizantino di Angelokastro,"Paleokastrites 490 83, Greece",4.7,6452
Αρχαιολογικό Μουσείο Κέρκυρας,Ιονίων Νήσων,Κέρκυρας,ChIJs8-Z-t5dWxMRl1i1V9cFuCc,https://www.google.com/maps/place/?q=place_id:ChIJs8-Z-t5dWxMRl1i1V9cFuCc,Archaeological Museum of Corfu,"Archeological Museum of Corfu, Vrela Armeni 1, Kerkira 491 00, Greece",4.4,2021
Μουσείο Ασιατικής Τέχνης Κέρκυρας,Ιονίων Νήσων,Κέρκυρας,ChIJl7z_u8JdWxMRHalsMbai24w,https://www.google.com/maps/place/?q=place_id:ChIJl7z_u8JdWxMRHalsMbai24w,Corfu Museum of Asian Art,"Palace of St. Michael & George, Palea Anaktora 49100, Kerkira 491 00, Greece",4.7,3498
Ναός Αντιβουνιώτισσας,Ιονίων Νήσων,Κέρκυρας,ChIJDw0G78JdWxMRbixuhry8IxI,https://www.google.com/maps/place/?q=place_id:ChIJDw0G78JdWxMRbixuhry8IxI,Byzantine Museum of Antivouniotissa,"gesloten, Arseniou 25, Kerkira 491 00, Greece",4.3,486
Αρχαιολογικό Μουσείο Παλαιόπολης Κέρκυρας (Mon Repos),Ιονίων Νήσων,Κέρκυρας,ChIJ59DAqnNeWxMRP7Zg8GmW4ck,https://www.google.com/maps/place/?q=place_id:ChIJ59DAqnNeWxMRP7Zg8GmW4ck,Museum of Palaiopolis - Mon Repos,"Mon Repos Park, Analipsi 31, Kerkira 491 00, Greece",4.1,2754
Αρχαιολογικό Μουσείο Αργοστολίου,Ιονίων Νήσων,Κεφαλληνίας,ChIJ0xg3PAqHXRMRfnix-7drp_Q,https://www.google.com/maps/place/?q=place_id:ChIJ0xg3PAqHXRMRfnix-7drp_Q,Archaeological Museum of Argostoli,"Leof. Geor. Vergoti, Argostoli 281 00, Greece",3.2,16
Αρχαιολογικό Μουσείο Βαθέος Ιθάκης,Ιονίων Νήσων,Κεφαλληνίας,ChIJ94-t1EjrXRMRIlHCKLyAeG8,https://www.google.com/maps/place/?q=place_id:ChIJ94-t1EjrXRMRIlHCKLyAeG8,Archaeological Museum of Vathi of Ithaca,"Vathy 283 00, Greece",4.1,148
Αρχαιολογική Συλλογή Σάμης,Ιονίων Νήσων,Κεφαλληνίας,ChIJA7qPlIKNXRMRJBxD5Cm4QXs,https://www.google.com/maps/place/?q=place_id:ChIJA7qPlIKNXRMRJBxD5Cm4QXs,Archaeological Collection of Sami,"Leof. Ioanni Metaxa, Sami 280 80, Greece",4.8,138
Αρχαιολογική Συλλογή Σταυρού Ιθάκης,Ιονίων Νήσων,Κεφαλληνίας,ChIJ12fAuNm_XRMRFx0TbMvSez0,https://www.google.com/maps/place/?q=place_id:ChIJ12fAuNm_XRMRFx0TbMvSez0,Stavros Archaeological Collection,"Epar.Od. Frikon - Stavrou 131, Ithaki 283 01, Greece",4.2,142
Αρχαιολογικό Μουσείο Κιλκίς,Κεντρικής Μακεδονίας,Κιλκίς,ChIJHYQOuIvFqRQR7zvBSdI0tJ4,https://www.google.com/maps/place/?q=place_id:ChIJHYQOuIvFqRQR7zvBSdI0tJ4,Archaeological Museum of Kilkis,"Ρεγκούκου, Outskouni και, Kilkis 611 00, Greece",4.4,106
Αρχαιολογική Συλλογή Κοζάνης,Δυτικής Μακεδονίας,Κοζάνης,ChIJC2GsUxPSWRMRH06HfPR0V9I,https://www.google.com/maps/place/?q=place_id:ChIJC2GsUxPSWRMRH06HfPR0V9I,Archeological Collection of Kozani,"Dimokratias 8, Kozani 501 00, Greece",4.6,66
