Museum,Region,Regional_Unit,Place_ID,Google_Maps_URL,Name_Found,Address,Rating,Ratings_Total
Αρχαιολογικό Μουσείο Αγρινίου,Δυτικής Ελλάδας,Αιτωλοακαρνανίας,ChIJP4IXLHKKXhMR5Hi79o3wOJw,https://www.google.com/maps/place/?q=place_id:ChIJP4IXLHKKXhMR5Hi79o3wOJw,Papastratos Archaeological Museum,"Kazantzaki 2, Agrinio 301 31, Greece",4,92
Αρχαιολογικό Μουσείο Θέρμου,Δυτικής Ελλάδας,Αιτωλοακαρνανίας,ChIJ5fzZefdXXhMRr36JkAXscFw,https://www.google.com/maps/place/?q=place_id:ChIJ5fzZefdXXhMRr36JkAXscFw,Archaeological Museum of Thermos,"ΣΩΤΗΡΙΑΔΗ - Κ.ΡΩΜΑΙΟΥ, Γ, Thermo 300 08, Greece",4.7,232
Αρχαιολογικό Μουσείο Θυρρείου,Δυτικής Ελλάδας,Αιτωλοακαρνανίας,ChIJGefTj1kvXBMR7kPuJk-YcOg,https://www.google.com/maps/place/?q=place_id:ChIJGefTj1kvXBMR7kPuJk-YcOg,Archaeological Museum of Thyrreio,"Θύριο 300 02, Greece",4.3,64
Ξενοκράτειο Αρ.Μουσείο Ιεράς Πόλεως Μεσολογγίου,Δυτικής Ελλάδας,Αιτωλοακαρνανίας,ChIJT-J9V6trXhMR4xU7S6PXiT8,https://www.google.com/maps/place/?q=place_id:ChIJT-J9V6trXhMR4xU7S6PXiT8,Xenokrateion Archaeological Museum of Messolonghi,"Asimaki Fotila 2, Missolonghi 302 00, Greece",4.9,330
Αρχαιολογικό Μουσείο Άργους,Πελοποννήσου,Αργολίδας,ChIJkQnSWiX7nxQRrhPKxpVyL-0,https://www.google.com/maps/place/?q=place_id:ChIJkQnSWiX7nxQRrhPKxpVyL-0,Αρχαιολογικό Μουσείο Άργους,"Vasilissis Olgas, Argos 212 32, Greece",3.5,79
Βυζαντινό Μουσείο Αργολίδας,Πελοποννήσου,Αργολίδας,ChIJo9Epkfz7nxQRJOwfuI-MWHg,https://www.google.com/maps/place/?q=place_id:ChIJo9Epkfz7nxQRJOwfuI-MWHg,Byzantine Museum of Argolis - BYMA,"Στρατώνες Καποδίστρια, Argos 212 00, Greece",4.6,385
Αρχαιολογικό Μουσείο Ναυπλίου,Πελοποννήσου,Αργολίδας,ChIJhzX4o5f6nxQRwBA--voKkP8,https://www.google.com/maps/place/?q=place_id:ChIJhzX4o5f6nxQRwBA--voKkP8,Archaeological Museum of Nafplio,"Πλατεία Συντάγματος, Nafplio 231 00, Greece",4.7,1599
Αρχαιολογικό Μουσείο Άστρους,Πελοποννήσου,Αρκαδίας,ChIJKaRVUVDnnxQREZWcFbyLyTo,https://www.google.com/maps/place/?q=place_id:ChIJKaRVUVDnnxQREZWcFbyLyTo,Archaeological Museum of Astros,"North Kynouria 220 01, Greece",3.8,45
Συλλογή Αρχ/κή Δημητσάνας,Πελοποννήσου,Αρκαδίας,ChIJ5_Kb8ydmYBMRpap5CE8vY6o,https://www.google.com/maps/place/?q=place_id:ChIJ5_Kb8ydmYBMRpap5CE8vY6o,Open-Air Water Power Museum,"Κεφαλάρι Αϊ-Γιάννη, 220 07, Greece",4.7,4646
Αρχαιολογικό Μουσείο Τεγέας,Πελοποννήσου,Αρκαδίας,ChIJu4UnDDo9YBMRRLRMxV0btx0,https://www.google.com/maps/place/?q=place_id:ChIJu4UnDDo9YBMRRLRMxV0btx0,Archaeological Museum of Tegea,"Αλέα, Τεγέας, Tegea 220 12, Greece",4.8,395
Αρχαιολογικό Μουσείο Τρίπολης,Πελοποννήσου,Αρκαδίας,ChIJDT855vgWYBMRie9-WWoMuBw,https://www.google.com/maps/place/?q=place_id:ChIJDT855vgWYBMRie9-WWoMuBw,Archaeological Museum of Tripoli,"Spiliopoulou 2, Tripoli 221 00, Greece",4.2,148
Αρχαιολογικό Μουσείο Άρτας,Ηπείρου,Άρτας,ChIJjekymHMbXBMRqBkvY7GJoCM,https://www.google.com/maps/place/?q=place_id:ChIJjekymHMbXBMRqBkvY7GJoCM,Archaeological Museum of Arta,"Trigono, Arta 471 00, Greece",4.6,847
Ιερός ναός Παναγίας της Παρηγορήτισσας,Ηπείρου,Άρτας,ChIJTUip2GgbXBMRJ-4KRW2Upn4,https://www.google.com/maps/place/?q=place_id:ChIJTUip2GgbXBMRJ-4KRW2Upn4,Holy Church of the Virgin Mary Paregoretissa,"Parigoritras 3, Arta 471 00, Greece",4.7,412
Μουσείο Ακρόπολης,Αττικής,Αττικής,ChIJ4eRGPxe9oRQRPAoBLGq0D7A,https://www.google.com/maps/place/?q=place_id:ChIJ4eRGPxe9oRQRPAoBLGq0D7A,Acropolis Museum,"Dionysiou Areopagitou 15, Athina 117 42, Greece",4.7,80463
Αρχαιολογικό Μουσείο Κυθήρων,Αττικής,Αττικής,ChIJtbGN4s7pnRQRu1G9oNDGufQ,https://www.google.com/maps/place/?q=place_id:ChIJtbGN4s7pnRQRu1G9oNDGufQ,Archaeological Museum of Kythera,"Epar.Od. kythiron, Kithira 801 00, Greece",4.6,356
Αρχαιολογικό Μουσείο Πειραιά,Αττικής,Αττικής,ChIJAcEyV-e7oRQR18uG6r85_vs,https://www.google.com/maps/place/?q=place_id:ChIJAcEyV-e7oRQR18uG6r85_vs,Archaeological Museum of Piraeus,"Char. Trikoupi 31, Pireas 185 36, Greece",4.6,1737
Βυζαντινό και Χριστιανικό Μουσείο Αθηνών,Αττικής,Αττικής,ChIJES0SOUG9oRQRPJMyejC41c8,https://www.google.com/maps/place/?q=place_id:ChIJES0SOUG9oRQRPJMyejC41c8,Byzantine & Christian Museum,"Leof. Vasilissis Sofias 22, Athina 106 75, Greece",4.6,4860
Βυζαντινό Μουσείο Κυθήρων,Αττικής,Αττικής,ChIJtbGN4s7pnRQRu1G9oNDGufQ,https://www.google.com/maps/place/?q=place_id:ChIJtbGN4s7pnRQRu1G9oNDGufQ,Archaeological Museum of Kythera,"Epar.Od. kythiron, Kithira 801 00, Greece",4.6,356
Εθνική Πινακοθήκη - Μουσείο Αλ. Σούτζου,Αττικής,Αττικής,ChIJsbZO7ES9oRQRJIl9aIo_xJY,https://www.google.com/maps/place/?q=place_id:ChIJsbZO7ES9oRQRJIl9aIo_xJY,National Gallery - Alexandros Soutsos Museum,"Leof. Vasileos Konstantinou 50, Athina 115 25, Greece",4.6,5779
Εθνικό Αρχαιολογικό Μουσείο Αθηνών,Αττικής,Αττικής,ChIJi_3FvzO9oRQRtILLqjSdogI,https://www.google.com/maps/place/?q=place_id:ChIJi_3FvzO9oRQRtILLqjSdogI,National Archaeological Museum,"28is Oktovriou 44, Athina 106 82, Greece",4.6,36972
Εθνικό Ιστορικό Μουσείο,Αττικής,Αττικής,ChIJV4G4-Tu9oRQRGMYr8VrDqVM,https://www.google.com/maps/place/?q=place_id:ChIJV4G4-Tu9oRQRGMYr8VrDqVM,National Historical Museum - Old Parliament House,"ΜΕΓΑΡΟ ΠΑΛΑΙΑΣ ΒΟΥΛΗΣ ΠΛΑΤΕΙΑ ΚΟΛΟΚΟΤΡΩΝΗ, Stadiou 13, Athina 105 61, Greece",4.7,4611
Ελληνικής Λαϊκής Τέχνης ( Τζαμί Τζισταράκη),Αττικής,Αττικής,ChIJ32xp6CK9oRQRT_pvMImX4fE,https://www.google.com/maps/place/?q=place_id:ChIJ32xp6CK9oRQRT_pvMImX4fE,Museum of Modern Greek Culture (Tzistarakis Mosque),"Areos 10, Athina 105 55, Greece",4.4,639
Επιγραφικό Αθηνών,Αττικής,Αττικής,ChIJt9f6N1y9oRQRBu3VvLfVpyQ,https://www.google.com/maps/place/?q=place_id:ChIJt9f6N1y9oRQRBu3VvLfVpyQ,Epigraphic Museum,"Tositsa 1, Athina 106 82, Greece",4.7,383
Ιστορικό Νεωτέρας Ελλάδος,Αττικής,Αττικής,,,,,,
Μουσείο Παύλου και Αλεξάνδρας Κανελλοπούλου,Αττικής,Αττικής,ChIJAYDhQRi9oRQRd78zEPxtUYo,https://www.google.com/maps/place/?q=place_id:ChIJAYDhQRi9oRQRd78zEPxtUYo,Paul and Alexandra Canellopoulos Museum,"Theorias 12, Athina 105 58, Greece",4.6,185
Αρχαιολογικό Μουσείο Λαυρίου,Αττικής,Αττικής,ChIJMfdHb3n0oRQR25AXRx0ONyY,https://www.google.com/maps/place/?q=place_id:ChIJMfdHb3n0oRQR25AXRx0ONyY,Archaeological Museum of Lavrion,"Laurium 195 00, Greece",4.4,322
Αρχαιολογικό Μουσείο Μεγάρων,Αττικής,Αττικής,ChIJXaS4JYNMoBQRjaHWojpwtxQ,https://www.google.com/maps/place/?q=place_id:ChIJXaS4JYNMoBQRjaHWojpwtxQ,Archaeological Museum of Megara,"Menidiati 48, Megara 191 00, Greece",4.5,173
Μονή Δαφνίου,Αττικής,Αττικής,ChIJSZwR6PiXoRQRJwQWVBCdcQA,https://www.google.com/maps/place/?q=place_id:ChIJSZwR6PiXoRQRJwQWVBCdcQA,Holy Monastery of Daphni,"Iera Odos, Chaidari 124 61, Greece",4.7,1309
Μονή Καισαριανής,Αττικής,Αττικής,ChIJkXWXEk69oRQRlY9w4G7LJYU,https://www.google.com/maps/place/?q=place_id:ChIJkXWXEk69oRQRlY9w4G7LJYU,Kaisariani Monastery,"Kaisariani 161 22, Greece",4.7,1901
 Αρχαιολογικό Μουσείο Βραυρώνας,Αττικής,Αττικής,ChIJUdg96pyPoRQRgtAFiO_H_mo,https://www.google.com/maps/place/?q=place_id:ChIJUdg96pyPoRQRgtAFiO_H_mo,Archaeological Museum of Brauron,"Βραυρώνα 190 03, Greece",4.7,1185
Μουσείο Ελληνικών Λαϊκών Μουσικών Οργάνων - Φοίβος Ανωγειαννάκης,Αττικής,Αττικής,ChIJAfx7Uj29oRQRqa0Nmtv-kgs,https://www.google.com/maps/place/?q=place_id:ChIJAfx7Uj29oRQRqa0Nmtv-kgs,"Museum of Greek Folk Musical Instruments ""Fivos Anoyanakis"" - Centre for Ethnomusicology","Diogenous 1-3, Athina 105 56, Greece",4.6,539
Μουσείο Λουτρό Αέρηδων,Αττικής,Αττικής,ChIJvwDLVz29oRQRy_cl5_erWx8,https://www.google.com/maps/place/?q=place_id:ChIJvwDLVz29oRQRy_cl5_erWx8,Bathhouse of the Winds (Museum of Modern Greek Culture),"Kyrristou 8, Athina 105 56, Greece",4.4,209
Αρχαιολογικό Μουσείο Μαραθώνα,Αττικής,Αττικής,ChIJvV10aB54oRQRBXGZ6YXHUL8,https://www.google.com/maps/place/?q=place_id:ChIJvV10aB54oRQRBXGZ6YXHUL8,Archaeological Museum of Marathon,"Vranas 190 07, Greece",4.5,917
Μουσείο Νεότερου Ελληνικού Πολιτισμού (Ελληνικής Λαϊκής Τέχνης ),Αττικής,Αττικής,ChIJUbHPjyK9oRQRS7iOqx0wCEQ,https://www.google.com/maps/place/?q=place_id:ChIJUbHPjyK9oRQRS7iOqx0wCEQ,Museum of Modern Greek Culture (Temporary Exhibitions building),"Kladou 9, Athina 105 55, Greece",4.5,43
Αρχαιολογικό Μουσείο Πόρου,Αττικής,Αττικής,ChIJe3sM8bd-nxQR8nm5lhbLc3g,https://www.google.com/maps/place/?q=place_id:ChIJe3sM8bd-nxQR8nm5lhbLc3g,Poros Archaeological Museum,"Πόρος 180 20, Greece",4.3,281
"Μουσείου Έκθεση "" Άνθρωποι και Εργαλεία"" ΜΝΕΠ",Αττικής,Αττικής,ChIJ43RIbBi9oRQRg92gOesXEI8,https://www.google.com/maps/place/?q=place_id:ChIJ43RIbBi9oRQRg92gOesXEI8,Man and Tools - Museum of Modern Greek Culture,"Panos 22, Athina 105 55, Greece",4.4,47
Μουσείο Μπενάκη,Αττικής,Αττικής,ChIJdV48s0C9oRQRcDJK4TBpks8,https://www.google.com/maps/place/?q=place_id:ChIJdV48s0C9oRQRcDJK4TBpks8,Benaki Museum,"Koumpari 1, Athina 106 74, Greece",4.7,7594
Νομισματικό Μουσείο,Αττικής,Αττικής,ChIJ4bw77jO9oRQRt2wgeXDhZLk,https://www.google.com/maps/place/?q=place_id:ChIJ4bw77jO9oRQRt2wgeXDhZLk,Numismatic Museum of Athens,"Ιλίου Μέλαθρον, Ελ. Βενιζέλου, Panepistimiou 12, 10671, Athina, Greece",4.6,2268
Αρχαιολογικό Μουσείο Σαλαμίνας,Αττικής,Αττικής,ChIJl5nNsLK2oRQRtcZaauDcn0A,https://www.google.com/maps/place/?q=place_id:ChIJl5nNsLK2oRQRtcZaauDcn0A,Archaeological Museum of Salamis,"Lempesi 42, Salamina 189 00, Greece",4.7,338
Μουσείο Σπετσών,Αττικής,Αττικής,ChIJucsKy_y8nxQR5NXIbq_AFxw,https://www.google.com/maps/place/?q=place_id:ChIJucsKy_y8nxQR5NXIbq_AFxw,Museum of Spetses,"Ντάπια,, 180 50, Greece",4.4,462
Αρχαιολογικό Μουσείο Αιγίου,Δυτικής Ελλάδας,Αχαΐας,ChIJyw4LoCm6XxMRH1f_j2fKNOE,https://www.google.com/maps/place/?q=place_id:ChIJyw4LoCm6XxMRH1f_j2fKNOE,Archaeological Museum of Aigion,"Aigio 251 00, Greece",4.6,133
Αρχαιολογικό Μουσείο Πατρών,Δυτικής Ελλάδας,Αχαΐας,ChIJ5Y335sFJXhMRB5em4XU-hy8,https://www.google.com/maps/place/?q=place_id:ChIJ5Y335sFJXhMRB5em4XU-hy8,Archaeological Museum of Patras,"Νέα Εθνική Οδός Πατρών-Αθηνών 38-40 New National Road Patras-Athens 38-40, Patra 264 42, Greece",4.7,2059
Αρχαιολογική συλλογή Διστόμου,Στερεάς Ελλάδας,Βοιωτίας,ChIJ0WEWugmBoBQRi4M3wMv3kjY,https://www.google.com/maps/place/?q=place_id:ChIJ0WEWugmBoBQRi4M3wMv3kjY,Distomo Archaeological Collection,"Πλατεία Δ Γαμβρίλη, Distomo 320 05, Greece",4.7,59
Αρχαιολογικό Μουσείο Σχηματαρίου,Στερεάς Ελλάδας,Βοιωτίας,ChIJ8-EmzwMQoRQR2EhyrDbeGS8,https://www.google.com/maps/place/?q=place_id:ChIJ8-EmzwMQoRQR2EhyrDbeGS8,Archaeological Museum of Schimatari,"Tanagras 38, Schimatari 320 09, Greece",4.5,56
Αρχαιολογικό Μουσείο Χαιρώνειας,Στερεάς Ελλάδας,Βοιωτίας,ChIJuXVkLdqPoBQRb9SAT7BmNhY,https://www.google.com/maps/place/?q=place_id:ChIJuXVkLdqPoBQRb9SAT7BmNhY,Archaeological Museum of Chaeronea,"Chaeronea 321 00, Greece",4.7,141
Αρχαιολογικό Μουσείο Θηβών,Στερεάς Ελλάδας,Βοιωτίας,ChIJP3w5-SP8oBQRzirNgtT1f74,https://www.google.com/maps/place/?q=place_id:ChIJP3w5-SP8oBQRzirNgtT1f74,Archaeological Museum of Thebes,"Θρεψιάδου 1, Thiva 322 00, Greece",4.8,2115
Ιερά Μονή Οσίου Λουκά,Στερεάς Ελλάδας,Βοιωτίας,ChIJnx1p-RyHoBQRWrMtVuxPfRU,https://www.google.com/maps/place/?q=place_id:ChIJnx1p-RyHoBQRWrMtVuxPfRU,Holy Monastery of Hosios Loukas,"Steiri 321 00, Greece",4.8,4207
Μονή Κοιμήσεως Θεοτόκου,Δυτικής Μακεδονίας,Γρεβενών,ChIJMfhINwCXWRMRZCH_3ymbNM4,https://www.google.com/maps/place/?q=place_id:ChIJMfhINwCXWRMRZCH_3ymbNM4,Ιερά Μητρόπολις Γρεβενών,"Evaggelistrias 22, Grevena 511 00, Greece",4.7,53
Αρχαιολογικό Μουσείο Δράμας,Ανατολικής Μακεδονίας – Θράκης,Δράμας,ChIJieg6xSxVqRQRx0ownF6JELo,https://www.google.com/maps/place/?q=place_id:ChIJieg6xSxVqRQRx0ownF6JELo,Archaeological Museum of Drama,"Archaeological Museum, Πατριάρχου Διονυσίου 2, Drama 661 00, Greece",4.7,404
Αρχαιολογικό Μουσείο Καρπάθου,Νοτίου Αιγαίου,Δωδεκανήσου,ChIJEWy0aHcDlBQR4HgjU5hec0Y,https://www.google.com/maps/place/?q=place_id:ChIJEWy0aHcDlBQR4HgjU5hec0Y,Archaeological Museum of Karpathos,"Unnamed Road, 857 00, Greece",4.1,94
Αρχαιολογικό Μουσείο Καστελορίζου,Νοτίου Αιγαίου,Δωδεκανήσου,ChIJC46JP3LXwRQR8oZOn05d08U,https://www.google.com/maps/place/?q=place_id:ChIJC46JP3LXwRQR8oZOn05d08U,Archaeological museum of Kastellorizo,"Kastellorizo 851 11, Greece",4.4,62
Αρχαιολογικό Μουσείο Νισύρου,Νοτίου Αιγαίου,Δωδεκανήσου,ChIJMbZBoIn9lRQRmx41qgNoJl4,https://www.google.com/maps/place/?q=place_id:ChIJMbZBoIn9lRQRmx41qgNoJl4,Archaeological Museum of Nisyros,"Nisyros 853 03, Greece",4.6,207
Αρχοντικό Νικολαΐδη ( Πάτμος ),Νοτίου Αιγαίου,Δωδεκανήσου,ChIJ5-bMAFKkvRQRoCncf0-d4wA,https://www.google.com/maps/place/?q=place_id:ChIJ5-bMAFKkvRQRoCncf0-d4wA,Nikolaidis Mansion,"Patmos 855 00, Greece",4.5,13
Αρχαιολογικό Μουσείο Αστυπάλαιας,Νοτίου Αιγαίου,Δωδεκανήσου,ChIJp9k-kki0lxQRq1DvmSOmJE4,https://www.google.com/maps/place/?q=place_id:ChIJp9k-kki0lxQRq1DvmSOmJE4,Archaeological Museum of Astypalaia,"Astypalaia 859 00, Greece",4.5,97
"Διαχρ.Αρχαιολ."" Κονάκι '' ( Καστελλόριζο)",Νοτίου Αιγαίου,Δωδεκανήσου,ChIJObOnz2XXwRQR4oalsyEeXpU,https://www.google.com/maps/place/?q=place_id:ChIJObOnz2XXwRQR4oalsyEeXpU,Lycian Tomb,"Καστελλόριζο 851 11, Greece",4.5,163
Ιστορική συλλογή στο Οθωμανικό Τέμενος (Καστελλόριζο),Νοτίου Αιγαίου,Δωδεκανήσου,ChIJObOnz2XXwRQR4oalsyEeXpU,https://www.google.com/maps/place/?q=place_id:ChIJObOnz2XXwRQR4oalsyEeXpU,Lycian Tomb,"Καστελλόριζο 851 11, Greece",4.5,163
Αρχαιολογικό Μουσείο Καλύμνου,Νοτίου Αιγαίου,Δωδεκανήσου,ChIJrYdijYnvvRQRJxgZnVhPzxM,https://www.google.com/maps/place/?q=place_id:ChIJrYdijYnvvRQRJxgZnVhPzxM,Archaeological Museum of Kalymnos,"Unnamed Road,, Kalimnos 852 00, Greece",4.6,351
Κοσμητική Συλλογή Ρόδου,Νοτίου Αιγαίου,Δωδεκανήσου,ChIJ99ujsulhlRQRm0D8ymshT2k,https://www.google.com/maps/place/?q=place_id:ChIJ99ujsulhlRQRm0D8ymshT2k,Decorative Arts Collection of Rhodes,"Rhodes 851 00, Greece",4.1,244
Αρχαιολογικό Μουσείο Κω,Νοτίου Αιγαίου,Δωδεκανήσου,ChIJMfsecNcOvhQRk2M6czRKVT4,https://www.google.com/maps/place/?q=place_id:ChIJMfsecNcOvhQRk2M6czRKVT4,Archaeological Museum of Kos,"Platia Eleftheria, Kos 853 00, Greece",4.5,1184
Λαογραφικό Καστελορίζου ( Τζαμί ),Νοτίου Αιγαίου,Δωδεκανήσου,ChIJOwro62XXwRQRtC8L1S3s_GQ,https://www.google.com/maps/place/?q=place_id:ChIJOwro62XXwRQRtC8L1S3s_GQ,Kastellorizo Folk Art Museum (Kavos Mosque),"Καστελλόριζο 851 11, Greece",4,32
Αρχαιολογικό Μουσείο Λέρου,Νοτίου Αιγαίου,Δωδεκανήσου,ChIJB3_PYnHBvRQRjmxM7OOpyTs,https://www.google.com/maps/place/?q=place_id:ChIJB3_PYnHBvRQRjmxM7OOpyTs,Archaeological Museum of Leros,"Agia Marina 854 00, Greece",4.5,63
Ναός Παναγίας Κάστρου Ρόδου,Νοτίου Αιγαίου,Δωδεκανήσου,ChIJv_EMoulhlRQRvyrMXL4d_n0,https://www.google.com/maps/place/?q=place_id:ChIJv_EMoulhlRQRvyrMXL4d_n0,Our Lady of the Castle (Panayia),"Megalou Alexandrou square, Medieval City, Apellou, Rhodos-Stadt 851 00, Greece",4.4,362
Παλάτι Μεγάλου Μαγίστρου-Ιπποτών Ρόδου,Νοτίου Αιγαίου,Δωδεκανήσου,ChIJlajohelhlRQRN1CCGpS6omg,https://www.google.com/maps/place/?q=place_id:ChIJlajohelhlRQRN1CCGpS6omg,Palace of the Grand Master of the Knights of Rhodes,"Ippoton, Rodos 851 00, Greece",4.6,26769
Αρχαιολογικό Μουσείο Ρόδου,Νοτίου Αιγαίου,Δωδεκανήσου,ChIJzSZbpelhlRQRvZkWwxmHTs0,https://www.google.com/maps/place/?q=place_id:ChIJzSZbpelhlRQRvZkWwxmHTs0,Archaeological Museum of Rhodes,"Akti Sachtouri 8, Rodos 851 00, Greece",4.6,6280
Αρχαιολογικό Μουσείο Σύμης,Νοτίου Αιγαίου,Δωδεκανήσου,ChIJmeTd3N0rvhQRV48_XFTLrCs,https://www.google.com/maps/place/?q=place_id:ChIJmeTd3N0rvhQRV48_XFTLrCs,Archaeological Museum of Symi,"Symi 856 00, Greece",4.7,175
Τείχη Ρόδου-Παλάτι Ιπποτών,Νοτίου Αιγαίου,Δωδεκανήσου,ChIJlajohelhlRQRN1CCGpS6omg,https://www.google.com/maps/place/?q=place_id:ChIJlajohelhlRQRN1CCGpS6omg,Palace of the Grand Master of the Knights of Rhodes,"Ippoton, Rodos 851 00, Greece",4.6,26769
Αρχαιολογικό Μουσείο Αλεξανδρούπολης,Ανατολικής Μακεδονίας – Θράκης,Έβρου,ChIJp_pvy7McshQRA5e45CAGN8s,https://www.google.com/maps/place/?q=place_id:ChIJp_pvy7McshQRA5e45CAGN8s,Archaeological Museum of Alexandroupolis,"Leof. Makris 44, Alexandroupoli 681 31, Greece",4.7,390
Βυζαντινό Μουσείο Διδυμοτείχου,Ανατολικής Μακεδονίας – Θράκης,Έβρου,ChIJ_TE7DgADsxQRND40UX8cDz8,https://www.google.com/maps/place/?q=place_id:ChIJ_TE7DgADsxQRND40UX8cDz8,Byzantine Museum of Didymoteicho,"Plotinoupoleos 9, Didimoticho 683 00, Greece",3.7,3
Αρχαιολογικό Μουσείο Σαμοθράκης,Ανατολικής Μακεδονίας – Θράκης,Έβρου,ChIJWdXUsKMjrhQRQlBfVNnizf0,https://www.google.com/maps/place/?q=place_id:ChIJWdXUsKMjrhQRQlBfVNnizf0,Archaeological Museum of Samothrace,"Παλαιόπολη 680 02, Greece",4.7,372
Αρχαιολογικό Μουσείο Ερέτριας,Στερεάς Ελλάδας,Εύβοιας,ChIJCTukUmproRQRw6OGTvxJuos,https://www.google.com/maps/place/?q=place_id:ChIJCTukUmproRQRw6OGTvxJuos,Archaeological Museum of Eretria,"Leof. Archeou Theatrou 1, Eretria 340 08, Greece",4.5,850
Αρχαιολογικό Μουσείο Καρύστου,Στερεάς Ελλάδας,Εύβοιας,ChIJO9U8SJnMoxQRX28ymxvioqw,https://www.google.com/maps/place/?q=place_id:ChIJO9U8SJnMoxQRX28ymxvioqw,Archaeological Museum of Karystos,"Karystos 340 01, Greece",4.4,182
"Νέο Αρχαιολογικό Μουσείο Χαλκίδας ""Αρεθούσα""",Στερεάς Ελλάδας,Εύβοιας,ChIJN942J6gXoRQRso3JfXjYsbc,https://www.google.com/maps/place/?q=place_id:ChIJN942J6gXoRQRso3JfXjYsbc,New Archaeological Museum of Chalkis Arethousa,"Πλατεία Αθανάτων, Chalkida 341 00, Greece",4.7,461
Αρχαιολογικό Μουσείο Σκύρου,Στερεάς Ελλάδας,Εύβοιας,ChIJIZrgX4lqpBQRkuqMsLu0h6g,https://www.google.com/maps/place/?q=place_id:ChIJIZrgX4lqpBQRkuqMsLu0h6g,Archaeological Museum of Skyros,"Skyros 340 07, Greece",4.5,203
Αρχαιολογικό Μουσείο Χαλκίδας,Στερεάς Ελλάδας,Εύβοιας,ChIJLaf1U54XoRQRlWOqumpn9UI,https://www.google.com/maps/place/?q=place_id:ChIJLaf1U54XoRQRlWOqumpn9UI,Archaeological Museum of Chalkida,"El. Venizelou 13, Chalkida 341 00, Greece",4.3,312
Μουσείο  Ζακύνθου,Ιονίων Νήσων,Ζακύνθου,ChIJ-yBGICtGZxMRaxyiQMmZXOA,https://www.google.com/maps/place/?q=place_id:ChIJ-yBGICtGZxMRaxyiQMmZXOA,Byzantine Museum of Zakynthos,"Πλατεία Σολωμού, Zakinthos 291 00, Greece",4.3,403
Αρχαιολογικό Μουσείο Ολυμπίας,Δυτικής Ελλάδας,Ηλείας,ChIJKdLh_zm9oRQRdKDNwff9VBc,https://www.google.com/maps/place/?q=place_id:ChIJKdLh_zm9oRQRdKDNwff9VBc,Archaeological Museum of Olympia,"Archaia Olympia 270 65, Greece",4.7,8797
Αρχαιολογικό Μουσείο Ήλιδος,Δυτικής Ελλάδας,Ηλείας,ChIJBZFTN_SjYBMRg9ObO0C-cPw,https://www.google.com/maps/place/?q=place_id:ChIJBZFTN_SjYBMRg9ObO0C-cPw,Archaeological Museum of Ancient Elis,"Archeas Ilidos, Kalyvia Ilidos 273 00, Greece",4.5,241
Μουσειακή συλλογή Ήλιδας,Δυτικής Ελλάδας,Ηλείας,ChIJBZFTN_SjYBMRg9ObO0C-cPw,https://www.google.com/maps/place/?q=place_id:ChIJBZFTN_SjYBMRg9ObO0C-cPw,Archaeological Museum of Ancient Elis,"Archeas Ilidos, Kalyvia Ilidos 273 00, Greece",4.5,241
Μουσείο Ιστορίας Ολυμπιακών Αγώνων,Δυτικής Ελλάδας,Ηλείας,ChIJZ-dlsuSSYBMRwWK3zY_QG0w,https://www.google.com/maps/place/?q=place_id:ChIJZ-dlsuSSYBMRwWK3zY_QG0w,Museum of the History of the Olympic Games of antiquity,"Πραξιτέλη Κονδύλη 4, Archea Olimpia 270 65, Greece",4.6,1464
Αρχαιολογικό Μουσείο Πύργου,Δυτικής Ελλάδας,Ηλείας,ChIJnxfY2Ly_YBMR9hAdH_YWtrk,https://www.google.com/maps/place/?q=place_id:ChIJnxfY2Ly_YBMR9hAdH_YWtrk,Archaeological Museum of Pyrgos,"Karaiskaki 10, Pirgos 271 00, Greece",4.5,326
Αρχαιολογικό Μουσείο Βεροίας,Κεντρικής Μακεδονίας,Ημαθίας,ChIJ4ZLXbJGSVxMRea6gF1LEBW0,https://www.google.com/maps/place/?q=place_id:ChIJ4ZLXbJGSVxMRea6gF1LEBW0,Archeological Museum of Veria,"Leof. Anixeos 47, Veria 591 31, Greece",4.6,421
Βυζαντινό Μουσείο Βεροίας,Κεντρικής Μακεδονίας,Ημαθίας,ChIJzZbUlJySVxMRqbj9-4m_eUU,https://www.google.com/maps/place/?q=place_id:ChIJzZbUlJySVxMRqbj9-4m_eUU,Byzantine Museum of Veria (Beroea),"Thomaidou 26, Veria 591 32, Greece",4.7,460
Πολυκεντρικό Μουσείο Αιγών,Κεντρικής Μακεδονίας,Ημαθίας,ChIJFTf8AHXyVxMRI-2eG1BXgFo,https://www.google.com/maps/place/?q=place_id:ChIJFTf8AHXyVxMRI-2eG1BXgFo,Polycentric Museum of Aigai (Aegae) - Main Building,"Epar.Od. Verias-Kipselis, Vergina 590 31, Greece",4.7,3554
Αρχαιολογικό Μουσείο Μεσαράς,Κρήτης,Ηρακλείου,ChIJ8c6lUzrimhQRS4n95EV8hmU,https://www.google.com/maps/place/?q=place_id:ChIJ8c6lUzrimhQRS4n95EV8hmU,Archaeological Museum of Mesara,"Αμπελούζος, Ampelouzos 700 12, Greece",4.7,587
